timestamp,BTC,ETH,Others
2025-09-27 17:13:57,56.41024129101283,12.487809592858548,31.101949116128623
2025-09-27 17:14:58,56.41024129101283,12.487809592858548,31.101949116128623
2025-09-27 17:15:12,56.41024129101283,12.487809592858548,31.101949116128623
2025-09-27 17:15:41,56.41024129101283,12.487809592858548,31.101949116128623
2025-09-27 17:15:58,56.41024129101283,12.487809592858548,31.101949116128623
2025-09-27 17:16:13,56.41024129101283,12.487809592858548,31.101949116128623
2025-09-27 17:16:42,56.41024129101283,12.487809592858548,31.101949116128623
2025-09-27 17:16:47,56.41024129101283,12.487809592858548,31.101949116128623
2025-09-27 17:16:59,56.41024129101283,12.487809592858548,31.101949116128623
2025-09-27 17:17:14,56.41024129101283,12.487809592858548,31.101949116128623
2025-09-27 17:17:43,56.41024129101283,12.487809592858548,31.101949116128623
2025-09-27 17:18:00,56.41024129101283,12.487809592858548,31.101949116128623
2025-09-27 17:18:15,56.41024129101283,12.487809592858548,31.101949116128623
2025-09-27 17:18:43,56.41024129101283,12.487809592858548,31.101949116128623
2025-09-27 17:18:53,56.41024129101283,12.487809592858548,31.101949116128623
2025-09-27 17:20:01,56.41667690680551,12.48301448820808,31.100308604986417
2025-09-27 17:20:16,56.41667690680551,12.48301448820808,31.100308604986417
2025-09-27 17:20:45,56.41667690680551,12.48301448820808,31.100308604986417
2025-09-27 17:21:02,56.41667690680551,12.48301448820808,31.100308604986417
2025-09-27 17:21:17,56.41667690680551,12.48301448820808,31.100308604986417
2025-09-27 17:21:45,56.41667690680551,12.48301448820808,31.100308604986417
2025-09-27 17:22:03,56.41667690680551,12.48301448820808,31.100308604986417
2025-09-27 17:22:17,56.41667690680551,12.48301448820808,31.100308604986417
2025-09-27 17:22:31,56.41667690680551,12.48301448820808,31.100308604986417
2025-09-27 17:22:46,56.41667690680551,12.48301448820808,31.100308604986417
2025-09-27 17:23:03,56.41667690680551,12.48301448820808,31.100308604986417
2025-09-27 17:23:18,56.41667690680551,12.48301448820808,31.100308604986417
2025-09-27 17:23:47,56.41667690680551,12.48301448820808,31.100308604986417
2025-09-27 17:23:49,56.41667690680551,12.48301448820808,31.100308604986417
2025-09-27 17:24:04,56.41667690680551,12.48301448820808,31.100308604986417
2025-09-27 17:24:19,56.41667690680551,12.48301448820808,31.100308604986417
2025-09-27 17:24:48,56.41667690680551,12.48301448820808,31.100308604986417
2025-09-27 17:25:05,56.41667690680551,12.48301448820808,31.100308604986417
2025-09-27 17:25:19,56.41667690680551,12.48301448820808,31.100308604986417
2025-09-27 17:25:48,56.41667690680551,12.48301448820808,31.100308604986417
2025-09-27 17:26:05,56.41667690680551,12.48301448820808,31.100308604986417
2025-09-27 17:26:15,56.41667690680551,12.48301448820808,31.100308604986417
2025-09-27 17:27:21,56.41667690680551,12.48301448820808,31.100308604986417
2025-09-27 17:27:49,56.41667690680551,12.48301448820808,31.100308604986417
2025-09-27 17:28:07,56.41667690680551,12.48301448820808,31.100308604986417
2025-09-27 17:28:21,56.41667690680551,12.48301448820808,31.100308604986417
2025-09-27 17:28:49,56.41667690680551,12.48301448820808,31.100308604986417
2025-09-27 17:28:50,56.41667690680551,12.48301448820808,31.100308604986417
2025-09-27 17:29:07,56.41667690680551,12.48301448820808,31.100308604986417
2025-09-27 17:29:22,56.41667690680551,12.48301448820808,31.100308604986417
2025-09-27 17:29:51,56.42780211417263,12.480620178767923,31.091577707059447
2025-09-27 17:30:08,56.42780211417263,12.480620178767923,31.091577707059447
2025-09-27 17:30:23,56.42780211417263,12.480620178767923,31.091577707059447
2025-09-27 17:30:52,56.42780211417263,12.480620178767923,31.091577707059447
2025-09-27 17:31:09,56.42780211417263,12.480620178767923,31.091577707059447
2025-09-27 17:31:23,56.42780211417263,12.480620178767923,31.091577707059447
2025-09-27 17:31:52,56.42780211417263,12.480620178767923,31.091577707059447
2025-09-27 17:32:09,56.42780211417263,12.480620178767923,31.091577707059447
2025-09-27 17:32:24,56.42780211417263,12.480620178767923,31.091577707059447
2025-09-27 17:32:53,56.42780211417263,12.480620178767923,31.091577707059447
2025-09-27 17:33:10,56.42780211417263,12.480620178767923,31.091577707059447
2025-09-27 17:33:15,56.42780211417263,12.480620178767923,31.091577707059447
2025-09-27 17:33:25,56.42780211417263,12.480620178767923,31.091577707059447
2025-09-27 17:33:54,56.42780211417263,12.480620178767923,31.091577707059447
2025-09-27 17:34:11,56.42780211417263,12.480620178767923,31.091577707059447
2025-09-27 17:34:26,56.42780211417263,12.480620178767923,31.091577707059447
2025-09-27 17:34:54,56.42780211417263,12.480620178767923,31.091577707059447
2025-09-27 17:35:12,56.42780211417263,12.480620178767923,31.091577707059447
2025-09-27 17:35:26,56.42780211417263,12.480620178767923,31.091577707059447
2025-09-27 17:35:55,56.42780211417263,12.480620178767923,31.091577707059447
2025-09-27 17:36:12,56.42780211417263,12.480620178767923,31.091577707059447
2025-09-27 17:36:27,56.42780211417263,12.480620178767923,31.091577707059447
2025-09-27 17:36:56,56.42780211417263,12.480620178767923,31.091577707059447
2025-09-27 17:37:13,56.42780211417263,12.480620178767923,31.091577707059447
2025-09-27 17:37:28,56.42780211417263,12.480620178767923,31.091577707059447
2025-09-27 17:37:57,56.42780211417263,12.480620178767923,31.091577707059447
2025-09-27 17:38:14,56.42780211417263,12.480620178767923,31.091577707059447
2025-09-27 17:38:29,56.42780211417263,12.480620178767923,31.091577707059447
2025-09-27 17:38:31,56.42780211417263,12.480620178767923,31.091577707059447
2025-09-27 17:38:57,56.42780211417263,12.480620178767923,31.091577707059447
2025-09-27 17:39:15,56.42780211417263,12.480620178767923,31.091577707059447
2025-09-27 17:39:29,56.4049115847408,12.509583441969449,31.08550497328975
2025-09-27 17:39:58,56.4049115847408,12.509583441969449,31.08550497328975
2025-09-27 17:40:15,56.4049115847408,12.509583441969449,31.08550497328975
2025-09-27 17:40:30,56.4049115847408,12.509583441969449,31.08550497328975
2025-09-27 17:40:59,56.4049115847408,12.509583441969449,31.08550497328975
